organisation,mobile,route,community,stop,address,postcode,geox,geoy,day,arrival,departure,frequency,start,end,timetable
Essex,County Mobile 1,Week 1 Monday,Rivenhall,Beech Road,"Beech Road, Rivenhall",CM8 3PF,,,Monday,09:20,09:50,FREQ=WEEKLY;INTERVAL=3,2019-10-14,,https://libraries.essex.gov.uk//mobile-library-service/rivenhall/beech-road/
Essex,County Mobile 2,Week 2 Tuesday,Gestingthorpe,Gestingthorpe Village Green,"Gestingthorpe Village Green, Gestingthorpe",CO9 3AZ,,,Tuesday,13:25,13:55,FREQ=WEEKLY;INTERVAL=3,2019-10-22,,https://libraries.essex.gov.uk//mobile-library-service/gestingthorpe/gestingthorpe-village-green/
Essex,County Mobile 2,Week 2 Tuesday,Wickham St Paul,Wickham St Paul Village Green,"Wickham St Paul Village Green, Wickham St Paul",CO9 2PL,,,Tuesday,14:05,14:35,FREQ=WEEKLY;INTERVAL=3,2019-10-22,,https://libraries.essex.gov.uk//mobile-library-service/wickham-st-paul/wickham-st-paul-village-green/
Essex,County Mobile 2,Week 2 Tuesday,Pebmarsh,Kings Head,"Kings Head, Pebmarsh",CO9 2NG,,,Tuesday,14:55,15:25,FREQ=WEEKLY;INTERVAL=3,2019-10-22,,https://libraries.essex.gov.uk//mobile-library-service/pebmarsh/kings-head/
Essex,County Mobile 2,Week 2 Tuesday,Greenstead Green,Greenstead Farm,"Greenstead Farm, Greenstead Green",CO9 1QY,,,Tuesday,15:45,16:15,FREQ=WEEKLY;INTERVAL=3,2019-10-22,,https://libraries.essex.gov.uk//mobile-library-service/greenstead-green/greenstead-farm/
Essex,County Mobile 1,Week 2 Wednesday,Stambourne,Stambourne Village Hall,"Stambourne Village Hall, Stambourne",CO9 4NP,,,Wednesday,10:05,10:35,FREQ=WEEKLY;INTERVAL=3,2019-10-23,,https://libraries.essex.gov.uk//mobile-library-service/stambourne/stambourne-village-hall/
Essex,County Mobile 1,Week 2 Wednesday,Toppesfield,Toppesfield village square,"Toppesfield village square, Toppesfield",CO9 4DJ,,,Wednesday,10:45,11:15,FREQ=WEEKLY;INTERVAL=3,2019-10-23,,https://libraries.essex.gov.uk//mobile-library-service/toppesfield/toppesfield-village-square/
Essex,County Mobile 1,Week 2 Wednesday,Great Yeldham,North Road,"North Road, Great Yeldham",CO9 4QD,,,Wednesday,11:25,11:55,FREQ=WEEKLY;INTERVAL=3,2019-10-23,,https://libraries.essex.gov.uk//mobile-library-service/great-yeldham/north-road/
Essex,County Mobile 1,Week 2 Wednesday,Little Yeldham,Little Yeldham Village Hall,"Little Yeldham Village Hall, Little Yeldham",CO9 4LB,,,Wednesday,12:05,12:35,FREQ=WEEKLY;INTERVAL=3,2019-10-23,,https://libraries.essex.gov.uk//mobile-library-service/little-yeldham/little-yeldham-village-hall/
Essex,County Mobile 1,Week 2 Wednesday,Belchamp St Paul,County Primary School,"County Primary School, Belchamp St Paul",CO107BP,,,Wednesday,13:30,14:00,FREQ=WEEKLY;INTERVAL=3,2019-10-23,,https://libraries.essex.gov.uk//mobile-library-service/belchamp-st-paul/county-primary-school/
Essex,County Mobile 1,Week 2 Wednesday,Pentlow,Telephone kiosk,"Telephone kiosk, Pentlow",CO107JP,,,Wednesday,14:10,14:40,FREQ=WEEKLY;INTERVAL=3,2019-10-23,,https://libraries.essex.gov.uk//mobile-library-service/pentlow/telephone-kiosk/
Essex,County Mobile 1,Week 2 Wednesday,Foxearth,Old School,"Old School, Foxearth",CO107JE,,,Wednesday,14:50,15:20,FREQ=WEEKLY;INTERVAL=3,2019-10-23,,https://libraries.essex.gov.uk//mobile-library-service/foxearth/old-school/
Essex,County Mobile 2,Week 2 Wednesday,Wrabness,Holbrook View,"Holbrook View, Wrabness",CO112TS,,,Wednesday,10:10,10:40,FREQ=WEEKLY;INTERVAL=3,2019-10-23,,https://libraries.essex.gov.uk//mobile-library-service/wrabness/holbrook-view/
Essex,County Mobile 2,Week 2 Wednesday,Wix,Wix Village Hall,"Wix Village Hall, Wix",CO112GL,,,Wednesday,10:55,11:25,FREQ=WEEKLY;INTERVAL=3,2019-10-23,,https://libraries.essex.gov.uk//mobile-library-service/wix/wix-village-hall/
Essex,County Mobile 2,Week 2 Wednesday,Bradfield,Windmill Road,"Windmill Road, Bradfield",CO112QS,,,Wednesday,11:40,12:10,FREQ=WEEKLY;INTERVAL=3,2019-10-23,,https://libraries.essex.gov.uk//mobile-library-service/bradfield/windmill-road/
Essex,County Mobile 2,Week 2 Wednesday,Mistley,Swan Court,"Swan Court, Mistley",CO11 1LN,,,Wednesday,12:20,12:50,FREQ=WEEKLY;INTERVAL=3,2019-10-23,,https://libraries.essex.gov.uk//mobile-library-service/mistley/swan-court/
Essex,County Mobile 1,Week 2 Thursday,Rayne,Rayne School,"Rayne School, Rayne",CM776BZ,,,Thursday,09:40,10:10,FREQ=WEEKLY;INTERVAL=3,2019-10-24,,https://libraries.essex.gov.uk//mobile-library-service/rayne/rayne-school/
Essex,County Mobile 1,Week 2 Thursday,Great Saling,Grove Villas,"Grove Villas, Great Saling",CM7 5DX,,,Thursday,10:35,11:05,FREQ=WEEKLY;INTERVAL=3,2019-10-24,,https://libraries.essex.gov.uk//mobile-library-service/great-saling/grove-villas/
Essex,County Mobile 1,Week 2 Thursday,Great Bardfield,Great Bardfield Town Hall,"Great Bardfield Town Hall, Great Bardfield",CM7 4RF,,,Thursday,11:55,12:25,FREQ=WEEKLY;INTERVAL=3,2019-10-24,,https://libraries.essex.gov.uk//mobile-library-service/great-bardfield/great-bardfield-town-hall/
Essex,County Mobile 1,Week 2 Thursday,Cornish Hall End,Horse and Groom,"Horse and Groom, Cornish Hall End",CM7 4HF,,,Thursday,13:35,14:05,FREQ=WEEKLY;INTERVAL=3,2019-10-24,,https://libraries.essex.gov.uk//mobile-library-service/cornish-hall-end/horse-and-groom/
Essex,County Mobile 1,Week 2 Thursday,Steeple Bumpstead,Steeple Bumpstead school,"Steeple Bumpstead school, Steeple Bumpstead",CB9 7ED,,,Thursday,14:15,14:45,FREQ=WEEKLY;INTERVAL=3,2019-10-24,,https://libraries.essex.gov.uk//mobile-library-service/steeple-bumpstead/steeple-bumpstead-school/
Essex,County Mobile 1,Week 2 Thursday,Birdbrook,Birdbrook church,"Birdbrook church, Birdbrook",CO9 4BJ,,,Thursday,14:55,15:25,FREQ=WEEKLY;INTERVAL=3,2019-10-24,,https://libraries.essex.gov.uk//mobile-library-service/birdbrook/birdbrook-church/
Essex,County Mobile 1,Week 2 Thursday,Ridgewell,Church Lane (School),"Church Lane (School), Ridgewell",CO9 4SA,,,Thursday,15:35,16:05,FREQ=WEEKLY;INTERVAL=3,2019-10-24,,https://libraries.essex.gov.uk//mobile-library-service/ridgewell/church-lane-school/
Essex,County Mobile 1,Week 2 Thursday,Ashen,Ashen Church,"Ashen Church, Ashen",CO108JN,,,Thursday,16:15,16:45,FREQ=WEEKLY;INTERVAL=3,2019-10-24,,https://libraries.essex.gov.uk//mobile-library-service/ashen/ashen-church/
Essex,County Mobile 2,Week 2 Thursday,Margaretting,Maldon Road,"Maldon Road, Margaretting",CM4 9JG,,,Thursday,09:40,10:10,FREQ=WEEKLY;INTERVAL=3,2019-10-24,,https://libraries.essex.gov.uk//mobile-library-service/margaretting/maldon-road/
Essex,County Mobile 2,Week 2 Thursday,Highwood,Highwood School,"Highwood School, Highwood",CM1 3QH,,,Thursday,10:30,11:00,FREQ=WEEKLY;INTERVAL=3,2019-10-24,,https://libraries.essex.gov.uk//mobile-library-service/highwood/highwood-school/
Essex,County Mobile 2,Week 2 Thursday,Roxwell,Roxwell Village Hall,"Roxwell Village Hall, Roxwell",CM1 4PE,,,Thursday,11:30,12:00,FREQ=WEEKLY;INTERVAL=3,2019-10-24,,https://libraries.essex.gov.uk//mobile-library-service/roxwell/roxwell-village-hall/
Essex,County Mobile 2,Week 2 Thursday,Boyton Cross,Maston Layby,"Maston Layby, Boyton Cross",CM1 4LS,,,Thursday,12:05,12:35,FREQ=WEEKLY;INTERVAL=3,2019-10-24,,https://libraries.essex.gov.uk//mobile-library-service/boyton-cross/maston-layby/
Essex,County Mobile 2,Week 2 Thursday,Chignall St James,The Green,"The Green, Chignall St James",CM1 4TY,,,Thursday,13:40,14:10,FREQ=WEEKLY;INTERVAL=3,2019-10-24,,https://libraries.essex.gov.uk//mobile-library-service/chignall-st-james/the-green/
Essex,County Mobile 2,Week 2 Thursday,Great Waltham,Hatchfields,"Hatchfields, Great Waltham",CM3 1AN,,,Thursday,14:30,15:00,FREQ=WEEKLY;INTERVAL=3,2019-10-24,,https://libraries.essex.gov.uk//mobile-library-service/great-waltham/hatchfields/
Essex,County Mobile 2,Week 2 Thursday,Little Waltham,Little Waltham Primary School,"Little Waltham Primary School, Little Waltham",CM3 3NY,,,Thursday,15:05,15:35,FREQ=WEEKLY;INTERVAL=3,2019-10-24,,https://libraries.essex.gov.uk//mobile-library-service/little-waltham/little-waltham-primary-school/
Essex,County Mobile 2,Week 2 Thursday,Chelmer Village,Henniker Gate,"Henniker Gate, Chelmer Village",CM2 6QJ,,,Thursday,15:55,16:25,FREQ=WEEKLY;INTERVAL=3,2019-10-24,,https://libraries.essex.gov.uk//mobile-library-service/chelmer-village/henniker-gate/
Essex,County Mobile 2,Week 2 Thursday,Boreham,Juniper Road,"Juniper Road, Boreham",CM3 3DX,,,Thursday,16:45,17:15,FREQ=WEEKLY;INTERVAL=3,2019-10-24,,https://libraries.essex.gov.uk//mobile-library-service/boreham/juniper-road/
Essex,County Mobile 1,Week 2 Friday,Felsted,Whippersnappers Nursery,"Whippersnappers Nursery, Felsted",CM6 3EF,,,Friday,09:30,10:00,FREQ=WEEKLY;INTERVAL=3,2019-10-25,,https://libraries.essex.gov.uk//mobile-library-service/felsted/whippersnappers-nursery/
Essex,County Mobile 1,Week 2 Friday,Stebbing,Stebbing primary school,"Stebbing primary school, Stebbing",CM6 3RA,,,Friday,10:35,11:05,FREQ=WEEKLY;INTERVAL=3,2019-10-25,,https://libraries.essex.gov.uk//mobile-library-service/stebbing/stebbing-primary-school/
Essex,County Mobile 1,Week 2 Friday,Lindsell,Old School House,"Old School House, Lindsell",CM6 3QN,,,Friday,11:15,11:45,FREQ=WEEKLY;INTERVAL=3,2019-11-01,,https://libraries.essex.gov.uk//mobile-library-service/lindsell/old-school-house/
Essex,County Mobile 1,Week 2 Friday,Great Easton,Great Easton Village Hall,"Great Easton Village Hall, Great Easton",CM6 2HE,,,Friday,12:05,12:35,FREQ=WEEKLY;INTERVAL=3,2019-10-25,,https://libraries.essex.gov.uk//mobile-library-service/great-easton/great-easton-village-hall/
Essex,County Mobile 2,Week 2 Friday,Noak Bridge,Noak Bridge Centre,"Noak Bridge Centre, Noak Bridge",SS154EZ,,,Friday,09:40,10:10,FREQ=WEEKLY;INTERVAL=3,2019-10-25,,https://libraries.essex.gov.uk//mobile-library-service/noak-bridge/noak-bridge-centre/
Essex,County Mobile 2,Week 2 Friday,Basildon,Hovefields,"Hovefields, Basildon",SS131EB,,,Friday,10:25,10:55,FREQ=WEEKLY;INTERVAL=3,2019-10-25,,https://libraries.essex.gov.uk//mobile-library-service/basildon/hovefields/
Essex,County Mobile 2,Week 2 Friday,Bowers Gifford,Clifton Stores,"Clifton Stores, Bowers Gifford",SS132LB,,,Friday,11:15,11:45,FREQ=WEEKLY;INTERVAL=3,2019-10-25,,https://libraries.essex.gov.uk//mobile-library-service/bowers-gifford/clifton-stores/
Essex,County Mobile 2,Week 2 Friday,Canvey,Kings Caravan Park,"Kings Caravan Park, Canvey",SS8 8HE,,,Friday,12:05,12:35,FREQ=WEEKLY;INTERVAL=3,2019-10-25,,https://libraries.essex.gov.uk//mobile-library-service/canvey/kings-caravan-park/
Essex,County Mobile 2,Week 2 Friday,Thundersley,The Rundles,"The Rundles, Thundersley",SS7 3QW,,,Friday,13:50,14:20,FREQ=WEEKLY;INTERVAL=3,2019-10-25,,https://libraries.essex.gov.uk//mobile-library-service/thundersley/the-rundles/
Essex,County Mobile 2,Week 2 Friday,Runwell,The Greenway,"The Greenway, Runwell",SS117NU,,,Friday,14:50,15:20,FREQ=WEEKLY;INTERVAL=3,2019-10-25,,https://libraries.essex.gov.uk//mobile-library-service/runwell/the-greenway/
Essex,County Mobile 1,Week 2 Saturday,West Horndon,Fyfield Close,"Fyfield Close, West Horndon",CM133NQ,,,Saturday,10:05,10:35,FREQ=WEEKLY;INTERVAL=3,2019-10-26,,https://libraries.essex.gov.uk//mobile-library-service/west-horndon/fyfield-close/
Essex,County Mobile 1,Week 2 Saturday,Ingrave,St Stephens Church,"St Stephens Church, Ingrave",CM133AS,,,Saturday,10:50,11:20,FREQ=WEEKLY;INTERVAL=3,2019-10-26,,https://libraries.essex.gov.uk//mobile-library-service/ingrave/st-stephens-church/
Essex,County Mobile 1,Week 2 Saturday,Brentwood,Bishops Hall shops,"Bishops Hall shops, Brentwood",CM159PB,,,Saturday,11:35,12:05,FREQ=WEEKLY;INTERVAL=3,2019-10-26,,https://libraries.essex.gov.uk//mobile-library-service/brentwood/bishops-hall-shops/
Essex,County Mobile 1,Week 2 Saturday,Kelvedon Hatch,"Blackmore Road, Swan Pond","Blackmore Road, Swan Pond, Kelvedon Hatch",CM150AP,,,Saturday,12:15,12:45,FREQ=WEEKLY;INTERVAL=3,2019-10-26,,https://libraries.essex.gov.uk//mobile-library-service/kelvedon-hatch/blackmore-road-swan-pond/
Essex,County Mobile 1,Week 2 Saturday,Doddinghurst,Village Hall shops,"Village Hall shops, Doddinghurst",CM150NJ,,,Saturday,13:35,14:05,FREQ=WEEKLY;INTERVAL=3,2019-10-26,,https://libraries.essex.gov.uk//mobile-library-service/doddinghurst/village-hall-shops/
Essex,County Mobile 1,Week 2 Saturday,Wyatts Green,Wyatts Green Lane,"Wyatts Green Lane, Wyatts Green",CM150PX,,,Saturday,14:10,14:40,FREQ=WEEKLY;INTERVAL=3,2019-10-26,,https://libraries.essex.gov.uk//mobile-library-service/wyatts-green/wyatts-green-lane/
Essex,County Mobile 1,Week 2 Saturday,Tipps Cross,Tipps Cross village hall,"Tipps Cross village hall, Tipps Cross",CM150DT,,,Saturday,14:45,15:15,FREQ=WEEKLY;INTERVAL=3,2019-10-26,,https://libraries.essex.gov.uk//mobile-library-service/tipps-cross/tipps-cross-village-hall/
Essex,County Mobile 1,Week 2 Saturday,Hook End,Second Avenue,"Second Avenue, Hook End",CM150HJ,,,Saturday,15:20,15:50,FREQ=WEEKLY;INTERVAL=3,2019-10-26,,https://libraries.essex.gov.uk//mobile-library-service/hook-end/second-avenue/
Essex,County Mobile 1,Week 2 Saturday,Blackmore,Fingrith Hall Lane,"Fingrith Hall Lane, Blackmore",CM4 0RU,,,Saturday,15:55,16:25,FREQ=WEEKLY;INTERVAL=3,2019-10-26,,https://libraries.essex.gov.uk//mobile-library-service/blackmore/fingrith-hall-lane/
Essex,County Mobile 2,Week 3 Monday,Thornwood Common,Woodside Lane,"Woodside Lane, Thornwood Common",CM166LF,,,Monday,10:15,10:45,FREQ=WEEKLY;INTERVAL=3,2019-10-28,,https://libraries.essex.gov.uk//mobile-library-service/thornwood-common/woodside-lane/
Essex,County Mobile 2,Week 3 Monday,Epping Green,The Green,"The Green, Epping Green",CM166QJ,,,Monday,11:00,11:30,FREQ=WEEKLY;INTERVAL=3,2019-10-28,,https://libraries.essex.gov.uk//mobile-library-service/epping-green/the-green/
Essex,County Mobile 2,Week 3 Monday,Harlow,"Brookside, near the shops","Brookside, near the shops, Harlow",CM195NL,,,Monday,11:45,12:15,FREQ=WEEKLY;INTERVAL=3,2019-10-28,,https://libraries.essex.gov.uk//mobile-library-service/harlow/brookside-near-the-shops/
Essex,County Mobile 2,Week 3 Monday,Sumners,Sumners leisure centre,"Sumners leisure centre, Sumners",CM195RD,,,Monday,12:25,12:55,FREQ=WEEKLY;INTERVAL=3,2019-10-28,,https://libraries.essex.gov.uk//mobile-library-service/sumners/sumners-leisure-centre/
Essex,County Mobile 2,Week 3 Monday,Harlow,Busy Bees Nursery,"Busy Bees Nursery, Harlow",CM195QE,,,Monday,13:55,14:25,FREQ=WEEKLY;INTERVAL=3,2019-10-28,,https://libraries.essex.gov.uk//mobile-library-service/harlow/busy-bees-nursery/
Essex,County Mobile 2,Week 3 Monday,Roydon,Roydon Village Hall,"Roydon Village Hall, Roydon",CM195HH,,,Monday,14:30,15:00,FREQ=WEEKLY;INTERVAL=3,2019-10-28,,https://libraries.essex.gov.uk//mobile-library-service/roydon/roydon-village-hall/
Essex,County Mobile 2,Week 3 Monday,Dobbs Weir,Village Hall Car Park,"Village Hall Car Park, Dobbs Weir",EN110AZ,,,Monday,15:35,16:05,FREQ=WEEKLY;INTERVAL=3,2019-10-28,,https://libraries.essex.gov.uk//mobile-library-service/dobbs-weir/village-hall-car-park/
Essex,County Mobile 1,Week 3 Tuesday,Stanford Rivers,Hop Gardens (Caravan Park),"Hop Gardens (Caravan Park), Stanford Rivers",CM5 9PT,,,Tuesday,10:00,10:30,FREQ=WEEKLY;INTERVAL=3,2019-10-29,,https://libraries.essex.gov.uk//mobile-library-service/stanford-rivers/hop-gardens-caravan-park/
Essex,County Mobile 1,Week 3 Tuesday,Stapleford Abbotts,Bournebridge Lane (Layby),"Bournebridge Lane (Layby), Stapleford Abbotts",RM4 1ED,,,Tuesday,10:40,11:10,FREQ=WEEKLY;INTERVAL=3,2019-10-29,,https://libraries.essex.gov.uk//mobile-library-service/stapleford-abbotts/bournebridge-lane-layby/
Essex,County Mobile 1,Week 3 Tuesday,Abridge,Abridge Village Hall,"Abridge Village Hall, Abridge",RM4 1UD,,,Tuesday,11:15,11:45,FREQ=WEEKLY;INTERVAL=3,2019-10-29,,https://libraries.essex.gov.uk//mobile-library-service/abridge/abridge-village-hall/
Essex,County Mobile 1,Week 3 Tuesday,Theydon Bois,Theydon Bois Village Hall,"Theydon Bois Village Hall, Theydon Bois",CM167ER,,,Tuesday,12:10,12:40,FREQ=WEEKLY;INTERVAL=3,2019-10-29,,https://libraries.essex.gov.uk//mobile-library-service/theydon-bois/theydon-bois-village-hall/
Essex,County Mobile 1,Week 3 Tuesday,Lippitts Hill,The Owl,"The Owl, Lippitts Hill",IG104AL,,,Tuesday,13:45,14:15,FREQ=WEEKLY;INTERVAL=3,2019-10-29,,https://libraries.essex.gov.uk//mobile-library-service/lippitts-hill/the-owl/
Essex,County Mobile 1,Week 3 Tuesday,Sewardstone,Ashbrook,"Ashbrook, Sewardstone",E4 7RG,,,Tuesday,14:20,14:50,FREQ=WEEKLY;INTERVAL=3,2019-10-29,,https://libraries.essex.gov.uk//mobile-library-service/sewardstone/ashbrook/
Essex,County Mobile 1,Week 3 Tuesday,Lower Nazeing,St Giles Church Car Park,"St Giles Church Car Park, Lower Nazeing",EN9 2JL,,,Tuesday,15:15,15:45,FREQ=WEEKLY;INTERVAL=3,2019-10-29,,https://libraries.essex.gov.uk//mobile-library-service/lower-nazeing/st-giles-church-car-park/
Essex,County Mobile 1,Week 3 Tuesday,Nazeing,Hyde Mead House,"Hyde Mead House, Nazeing",EN9 2HT,,,Tuesday,15:50,16:20,FREQ=WEEKLY;INTERVAL=3,2019-10-29,,https://libraries.essex.gov.uk//mobile-library-service/nazeing/hyde-mead-house/
Essex,County Mobile 2,Week 3 Tuesday,Willingale,The Street,"The Street, Willingale",CM5 0TQ,,,Tuesday,10:10,10:40,FREQ=WEEKLY;INTERVAL=3,2019-10-29,,https://libraries.essex.gov.uk//mobile-library-service/willingale/willingale-the-street/
Essex,County Mobile 2,Week 3 Tuesday,Abbess Roding,The Church,"The Church, Abbess Roding",CM5 0PA,,,Tuesday,10:55,11:25,FREQ=WEEKLY;INTERVAL=3,2019-10-29,,https://libraries.essex.gov.uk//mobile-library-service/abbess-roding/the-church/
Essex,County Mobile 2,Week 3 Tuesday,Fyfield,Fyfield Primary School,"Fyfield Primary School, Fyfield",CM5 0RG,,,Tuesday,11:40,12:10,FREQ=WEEKLY;INTERVAL=3,2019-10-29,,https://libraries.essex.gov.uk//mobile-library-service/fyfield/fyfield-primary-school/
Essex,County Mobile 2,Week 3 Tuesday,Moreton,Primary School,"Primary School, Moreton",CM5 0JD,,,Tuesday,12:30,13:00,FREQ=WEEKLY;INTERVAL=3,2019-10-29,,https://libraries.essex.gov.uk//mobile-library-service/moreton/primary-school/
Essex,County Mobile 2,Week 3 Tuesday,Matching Green,Matching Green outside school,"Matching Green outside school, Matching Green",CM170QB,,,Tuesday,13:55,14:25,FREQ=WEEKLY;INTERVAL=3,2019-10-29,,https://libraries.essex.gov.uk//mobile-library-service/matching-green/matching-green-outside-school/
Essex,County Mobile 2,Week 3 Tuesday,Matching Tye,Matching Tye Village Hall,"Matching Tye Village Hall, Matching Tye",CM17 0QS,,,Tuesday,14:30,15:00,FREQ=WEEKLY;INTERVAL=3,2019-10-29,,https://libraries.essex.gov.uk//mobile-library-service/matching-tye/matching-tye-village-hall/
Essex,County Mobile 2,Week 3 Tuesday,Church Langley,Kiln Lane,"Kiln Lane, Church Langley",CM179LW,,,Tuesday,15:30,16:00,FREQ=WEEKLY;INTERVAL=3,2019-10-29,,https://libraries.essex.gov.uk//mobile-library-service/church-langley/kiln-lane/
Essex,County Mobile 1,Week 3 Wednesday,High Easter,Village Hall The Street,"Village Hall The Street, High Easter",CM1 4QR,,,Wednesday,10:00,10:30,FREQ=WEEKLY;INTERVAL=3,2019-10-30,,https://libraries.essex.gov.uk//mobile-library-service/high-easter/village-hall-the-street/
Essex,County Mobile 1,Week 3 Wednesday,Leaden Roding,Rodings Primary School,"Rodings Primary School, Leaden Roding",CM6 1PZ,,,Wednesday,10:40,11:10,FREQ=WEEKLY;INTERVAL=3,2019-10-30,,https://libraries.essex.gov.uk//mobile-library-service/leaden-roding/rodings-primary-school/
Essex,County Mobile 1,Week 3 Wednesday,White Roding,St Martins Close,"St Martins Close, White Roding",CM6 1RR,,,Wednesday,11:20,11:50,FREQ=WEEKLY;INTERVAL=3,2019-10-30,,https://libraries.essex.gov.uk//mobile-library-service/white-roding/st-martins-close/
Essex,County Mobile 1,Week 3 Wednesday,Hatfield Heath,Broomfields,"Broomfields, Hatfield Heath",CM227EJ,,,Wednesday,12:00,12:30,FREQ=WEEKLY;INTERVAL=3,2019-10-30,,https://libraries.essex.gov.uk//mobile-library-service/hatfield-heath/broomfields/
Essex,County Mobile 1,Week 3 Wednesday,Lower Sheering,Old Post Office,"Old Post Office, Lower Sheering",CM219LG,,,Wednesday,13:25,13:55,FREQ=WEEKLY;INTERVAL=3,2019-10-30,,https://libraries.essex.gov.uk//mobile-library-service/lower-sheering/old-post-office/
Essex,County Mobile 1,Week 3 Wednesday,Hatfield Broad Oak,Broad Street Green,"Broad Street Green, Hatfield Broad Oak",CM227JA,,,Wednesday,14:15,14:45,FREQ=WEEKLY;INTERVAL=3,2019-10-30,,https://libraries.essex.gov.uk//mobile-library-service/hatfield-broad-oak/broad-street-green/
Essex,County Mobile 1,Week 3 Wednesday,Takeley,Caravan park,"Caravan park, Takeley",CM226TD,,,Wednesday,14:55,15:25,FREQ=WEEKLY;INTERVAL=3,2019-10-30,,https://libraries.essex.gov.uk//mobile-library-service/takeley/caravan-park/
Essex,County Mobile 1,Week 3 Wednesday,Great Canfield,Church End,"Church End, Great Canfield",CM6 1JT,,,Wednesday,15:55,16:25,FREQ=WEEKLY;INTERVAL=3,2019-10-30,,https://libraries.essex.gov.uk//mobile-library-service/great-canfield/church-end/
Essex,County Mobile 2,Week 3 Wednesday,Ulting,Ulting Lane / Water Co. Houses,"Ulting Lane / Water Co. Houses, Ulting",CM9 6QB,,,Wednesday,09:30,10:00,FREQ=WEEKLY;INTERVAL=3,2019-10-30,,https://libraries.essex.gov.uk//mobile-library-service/ulting/ulting-lane-water-co-houses/
Essex,County Mobile 2,Week 3 Wednesday,Woodham Mortimer,Woodham Mortimer Pre-School,"Woodham Mortimer Pre-School, Woodham Mortimer",CM9 6GP,,,Wednesday,10:20,10:50,FREQ=WEEKLY;INTERVAL=3,2019-10-30,,https://libraries.essex.gov.uk//mobile-library-service/woodham-mortimer/woodham-mortimer-pre-school/
Essex,County Mobile 2,Week 3 Wednesday,Hazeleigh,Goathouse Lane,"Goathouse Lane, Hazeleigh",CM3 6QY,,,Wednesday,11:00,11:30,FREQ=WEEKLY;INTERVAL=3,2019-10-30,,https://libraries.essex.gov.uk//mobile-library-service/hazeleigh/goathouse-lane/
Essex,County Mobile 2,Week 3 Wednesday,Purleigh,Snows Corner,"Snows Corner, Purleigh",CM3 6QH,,,Wednesday,11:40,12:10,FREQ=WEEKLY;INTERVAL=3,2019-10-30,,https://libraries.essex.gov.uk//mobile-library-service/purleigh/snows-corner/
Essex,County Mobile 2,Week 3 Wednesday,Cold Norton,Cold Norton Village Hall,"Cold Norton Village Hall, Cold Norton",CM3 6JQ,,,Wednesday,12:25,12:55,FREQ=WEEKLY;INTERVAL=3,2019-10-30,,https://libraries.essex.gov.uk//mobile-library-service/cold-norton/cold-norton-village-hall/
Essex,County Mobile 2,Week 3 Wednesday,North Fambridge,Stephenson Road,"Stephenson Road, North Fambridge",CM3 6ND,,,Wednesday,13:50,14:20,FREQ=WEEKLY;INTERVAL=3,2019-10-30,,https://libraries.essex.gov.uk//mobile-library-service/north-fambridge/stephenson-road/
Essex,County Mobile 2,Week 3 Wednesday,Althorne,Althorne Village Hall,"Althorne Village Hall, Althorne",CM3 6BY,,,Wednesday,14:35,15:05,FREQ=WEEKLY;INTERVAL=3,2019-10-30,,https://libraries.essex.gov.uk//mobile-library-service/althorne/althorne-village-hall/
Essex,County Mobile 1,Week 3 Thursday,Little Easton,Butchers Pasture,"Butchers Pasture, Little Easton",CM6 2HX,,,Thursday,09:35,10:05,FREQ=WEEKLY;INTERVAL=3,2019-10-31,,https://libraries.essex.gov.uk//mobile-library-service/little-easton/butchers-pasture/
Essex,County Mobile 1,Week 3 Thursday,Broxted,Prince of Wales,"Prince of Wales, Broxted",CM6 2BJ,,,Thursday,10:35,11:05,FREQ=WEEKLY;INTERVAL=3,2019-10-31,,https://libraries.essex.gov.uk//mobile-library-service/broxted/prince-of-wales/
Essex,County Mobile 1,Week 3 Thursday,Henham,Saplings Nursery,"Saplings Nursery, Henham",CM22 6BJ,,,Thursday,11:15,11:45,FREQ=WEEKLY;INTERVAL=3,2019-10-31,,https://libraries.essex.gov.uk//mobile-library-service/henham/saplings-nursery/
Essex,County Mobile 1,Week 3 Thursday,Elsenham,Glebe End,"Glebe End, Elsenham",CM226EL,,,Thursday,11:50,12:20,FREQ=WEEKLY;INTERVAL=3,2019-10-31,,https://libraries.essex.gov.uk//mobile-library-service/elsenham/glebe-end/
Essex,County Mobile 2,Week 3 Thursday,Tillingham,The Square,"The Square, Tillingham",CM0 7SU,,,Thursday,10:10,10:40,FREQ=WEEKLY;INTERVAL=3,2019-10-31,,https://libraries.essex.gov.uk//mobile-library-service/tillingham/the-square/
Essex,County Mobile 2,Week 3 Thursday,Bradwell On Sea,East End Road,"East End Road, Bradwell On Sea",CM0 7PY,,,Thursday,10:55,11:25,FREQ=WEEKLY;INTERVAL=3,2019-10-31,,https://libraries.essex.gov.uk//mobile-library-service/bradwell-on-sea/east-end-road/
Essex,County Mobile 2,Week 3 Thursday,St Lawrence Bay,Diddydots pre-school,"Diddydots pre-school, St Lawrence Bay",CM0 7LY,,,Thursday,11:40,12:10,FREQ=WEEKLY;INTERVAL=3,2019-10-31,,https://libraries.essex.gov.uk//mobile-library-service/st-lawrence-bay/diddydots-pre-school/
